course_id,skill_id,confidence
C3873,part,0.6
C3878,python,0.9
C3882,engaging_videos,0.6
C3886,machine_learning,0.9
C3886,model_evaluation,0.9
C3886,operations,0.6
C3886,vertex_ai,0.6
C3891,customers_internet_connectivity,0.6
C3894,career_options,0.6
C3894,a_new_career,0.6
C3895,typescript,0.9
C3896,kubernetes,0.9
C3898,leadership,0.9
C3903,business_intelligence,0.9
C3903,database_design,0.6
C3903,operational_business_intelligence,0.6
C3904,cadence_design_systems,0.6
C3904,essential_guide,0.6
C3905,pricing_strategy,0.6
C3905,practice,0.6
C3906,django,0.9
C3907,spss,0.6
C3907,cluster_analysis_techniques,0.6
C3910,game_design,0.9
C3910,introduction,0.6
C3911,ai_principles,0.6
C3911,gc_-_português,0.6
C3913,computer_vision,0.9
C3915,text,0.6
C3916,terraform,0.9
C3921,google_cloud,0.9
C3921,aws,0.9
C3924,machine_learning,0.9
C3924,linear_algebra,0.9
C3928,data_analysis,0.9
C3930,google_cloud,0.9
C3934,google_cloud,0.9
C3936,leadership,0.9
C3939,communication,0.9
C3939,conflict_resolution,0.9
C3940,image_captioning_models,0.6
C3942,object-oriented_programming,0.9
C3942,java,0.9
C3943,web_design,0.9
C3943,wireframes,0.6
C3943,prototypes,0.6
C3951,computer_vision,0.9
C3954,sql,0.9
C3955,wealth,0.6
C3960,typescript,0.9
C3964,python,0.9
C3967,market_attractiveness,0.6
C3968,sql,0.9
C3969,python,0.9
C3974,market_analysis,0.9
C3976,node.js,0.9
C3976,﻿building_restful_apis,0.6
C3980,devops,0.9
C3982,data_visualization,0.9
C3985,stakeholder_management,0.9
C3990,practices,0.6
C3992,machine_learning,0.9
C3992,pyspark,0.6
C3993,research,0.9
C3993,optimization,0.9
C3994,natural_language_processing,0.9
C3995,python,0.9
C3998,node.js,0.9
C3998,capstone_project,0.6
C3999,design,0.6
C3999,build_and_release_pipelines,0.6
C4002,google_cloud,0.9
C4002,azure,0.9
C4005,kubernetes,0.9
C4011,machine_learning,0.9
C4011,a_machine,0.6
C4011,ready_organization,0.6
C4018,optimization,0.9
C4020,storytelling,0.9
C4023,deep_learning,0.9
C4023,unit,0.6
C4028,user-generated_content,0.6
C4028,the_cloud_video_intelligence,0.6
C4029,azure,0.9
C4029,developing_solutions,0.6
C4029,microsoft_azure,0.6
C4030,google_cloud,0.9
C4031,web_development,0.9
C4031,typescript,0.9
C4041,ai-powered_application,0.6
C4044,communication,0.9
C4045,web_design,0.9
C4045,strategy,0.6
C4045,information_architecture,0.6
C4050,google_cloud,0.9
C4051,leadership,0.9
C4051,nursing_informatics_leadership_theory,0.6
C4051,practice,0.6
C4055,bigquery,0.6
C4055,cloud,0.6
C4055,bigquery_usage,0.6
C4056,aws,0.9
C4057,theory,0.6
C4057,practice,0.6
C4064,beginners,0.6
C4064,an_expense_tracker,0.6
C4065,visual_design,0.9
C4065,aws,0.9
C4065,backends,0.6
C4067,azure,0.9
C4067,microsoft_azure_backup,0.6
C4069,react,0.9
C4069,navigational_workflows,0.6
C4070,animation,0.9
C4072,decision_making,0.9
C4073,terraform,0.9
C4073,aws,0.9
C4075,leadership,0.9
C4085,leading_teams,0.6
C4085,effective_team_cultures,0.6
C4090,css,0.9
C4090,web_design,0.9
C4092,aws,0.9
C4096,azure,0.9
C4096,compliance,0.9
C4100,git,0.9
C4100,devops,0.9
C4102,scrum,0.9
C4102,agile,0.9
C4102,agile_scrum_course,0.6
C4103,a_data_transformation_pipeline,0.6
C4107,data_analysis,0.9
C4109,storytelling,0.9
C4110,machine_learning,0.9
C4111,market_analysis,0.9
C4113,design,0.6
C4113,interpretation,0.6
C4113,clinical_trials,0.6
C4121,digital_marketing,0.9
C4121,marketing_analytics,0.9
C4121,digital_marketing_analytics,0.6
C4121,practice,0.6
C4127,php,0.9
C4132,azure,0.9
C4136,foundations,0.6
C4136,teaching,0.6
C4136,a_teacher,0.6
C4137,deep_learning,0.9
C4140,english,0.6
C4140,lesson_design,0.6
C4140,assessment,0.6
C4145,linear_algebra,0.9
C4145,python,0.9
C4146,ci/cd,0.9
C4146,docker,0.9
C4146,a_ci/cd_pipeline,0.6
C4149,risk_management,0.9
C4149,incident_response,0.9
C4152,agents,0.6
C4152,vertex_ai,0.6
C4157,java,0.9
C4161,a_budget,0.6
C4161,google_sheets,0.6
C4166,java,0.9
C4173,kubernetes,0.9
C4174,a_database,0.6
C4174,the_modeling_tool,0.6
C4178,python,0.9
C4180,research,0.9
C4181,negotiation,0.9
C4183,api_development,0.9
C4184,docker,0.9
C4184,kubernetes,0.9
C4185,machine_learning,0.9
C4186,java,0.9
C4190,java,0.9
C4193,time_series,0.9
C4197,developers,0.6
C4197,data_contracts,0.6
C4197,schema_registry,0.6
C4199,python,0.9
C4200,product_design,0.6
C4200,ux/ui_fundamentals,0.6
C4201,data_visualization,0.9
C4201,plotnine,0.6
C4201,ggplot,0.6
C4205,java,0.9
C4206,machine_learning,0.9
C4208,docker,0.9
C4209,ci/cd,0.9
C4210,accounting,0.9
C4217,user_research,0.9
C4217,research,0.9
C4217,design_thinking,0.9
C4218,regression,0.9
C4220,data_analysis,0.9
C4222,a_brand_awareness_survey,0.6
C4223,time_series,0.9
C4223,python,0.9
C4225,sql,0.9
C4225,your_ecommerce,0.6
C4229,rust,0.9
C4236,docker,0.9
C4236,kubernetes,0.9
C4238,standard_operating_procedures,0.6
C4238,sops,0.6
C4240,git,0.9
C4249,wood_science,0.6
C4252,testing,0.9
C4256,sql,0.9
C4256,data,0.6
C4256,mysql_workbench,0.6
C4258,data_analysis,0.9
C4261,java,0.9
C4262,data_visualization,0.9
C4265,data_visualization,0.9
C4267,responsive_design,0.6
C4267,bootstrap,0.6
C4267,a_landing_page,0.6
C4269,r,0.9
C4270,python,0.9
C4270,a_chatbot,0.6
C4270,chatgpt,0.6
C4271,probability,0.9
C4271,statistics,0.9
C4271,machine_learning,0.9
C4275,canva,0.6
C4275,digital_course_collateral,0.6
C4276,classification,0.9
C4276,aws,0.9
C4278,risk_management,0.9
C4279,statistics,0.9
C4279,data_analysis,0.9
C4280,aws,0.9
C4285,digital_marketing,0.9
C4285,marketing_analytics,0.9
C4290,seo,0.9
C4293,behavioral_change,0.6
C4296,javascript,0.9
C4296,a_quiz_game,0.6
C4296,vanilla_javascript,0.6
C4298,azure,0.9
C4301,javascript,0.9
C4302,machine_learning,0.9
C4304,foundations,0.6
C4304,marketing_practice,0.6
C4304,majors,0.6
C4305,financial_modeling,0.9
C4305,valuation,0.9
C4305,analyze,0.6
C4305,forecast,0.6
C4307,google_cloud,0.9
C4309,compliance,0.9
C4309,web_accessibility,0.6
C4313,google_cloud,0.9
C4316,strategic_planning,0.9
C4317,aws,0.9
C4317,data_lakes,0.6
C4321,python,0.9
C4323,design,0.6
C4327,the_framework,0.6
C4327,movement,0.6
C4327,bones,0.6
C4327,muscles,0.6
C4331,chatfuel,0.6
C4332,blockchain,0.6
C4332,course,0.6
C4332,solidity,0.6
C4334,sql,0.9
C4334,text,0.6
C4334,llms,0.6
C4334,bigquery,0.6
C4338,devops,0.9
C4340,scala,0.9
C4341,communication,0.9
C4342,classification,0.9
C4346,enterprise_automation,0.6
C4346,advanced_use_cases,0.6
C4347,incident_response,0.9
C4350,research,0.9
C4354,computer_vision,0.9
C4357,figma_design,0.6
C4358,google_cloud,0.9
C4359,a_document,0.6
C4361,big_data,0.9
C4365,machine_learning,0.9
C4365,leadership,0.9
C4372,scrum,0.9
C4372,agile,0.9
C4372,scrum_framework,0.6
C4372,agile_development,0.6
C4373,testing,0.9
C4374,calculus,0.9
C4376,content_marketing,0.9
C4379,software_architecture,0.9
C4380,a_website,0.6
C4380,wix_artificial_design_intelligence,0.6
C4386,google_cloud,0.9
C4387,design,0.6
C4387,arm_processor,0.6
C4389,javascript,0.9
C4396,c++,0.9
C4399,sales,0.6
C4399,fundamentals,0.6
C4401,kubernetes,0.9
C4404,python,0.9
C4406,serverless,0.9
C4406,c#,0.9
C4406,azure,0.9
C4407,java,0.9
C4407,data_structures,0.6
C4408,digital_marketing,0.9
C4408,marketing_analytics,0.9
C4416,إتقان_الإدارة_المالية,0.6
C4416,financial_management,0.6
C4417,aws,0.9
C4420,google_cloud,0.9
C4429,communication,0.9
C4431,machine_learning,0.9
C4434,react,0.9
C4434,styled_components,0.6
C4437,practice,0.6
C4439,software_development,0.9
C4446,better_generative_adversarial_networks,0.6
C4450,aws,0.9
C4453,design_thinking,0.9
C4453,ideas,0.6
C4453,user-centricity,0.6
C4454,linear_algebra,0.9
C4457,marketing_analytics,0.9
C4459,azure,0.9
C4462,digital_marketing,0.9
C4463,aws,0.9
C4467,python,0.9
C4473,google_cloud,0.9
C4476,image_captioning_models,0.6
C4477,react,0.9
C4477,advanced_react,0.6
C4486,python,0.9
C4486,big_o_notation,0.6
C4490,em_português,0.6
C4493,java,0.9
C4494,aws,0.9
C4498,financial_reporting,0.9
C4501,research,0.9
C4502,django,0.9
C4503,genai,0.6
C4503,tailored_customer_emails,0.6
C4505,classification,0.9
C4505,pneumonia_classification,0.6
C4505,pytorch,0.6
C4510,embedded_systems,0.6
C4511,leadership,0.9
C4514,kotlin,0.9
C4515,tweet_engagement,0.6
C4515,twitter_analytics,0.6
C4519,python,0.9
C4519,cryptography,0.9
C4521,python,0.9
C4521,ollama,0.6
C4521,local_llms,0.6
C4523,animation,0.9
C4523,blender_3d,0.6
C4523,beginners,0.6
C4523,a_3d_vaporwave_animation,0.6
C4528,software_development,0.9
C4530,clustering,0.9
C4532,prototyping,0.9
C4535,high-performance_teams,0.6
C4536,communication,0.9
C4538,compliance,0.9
C4545,python,0.9
C4546,problem_solving,0.9
C4548,personal_resilience,0.6
C4552,compliance,0.9
C4553,azure,0.9
C4553,serverless,0.9
C4553,azure_serverless_functions,0.6
C4553,a_real-world_scenario,0.6
C4556,devops,0.9
C4556,docker,0.9
C4560,social_media_marketing,0.9
C4563,blender_3d,0.6
C4563,beginners,0.6
C4563,a_balloon_dog,0.6
C4566,machine_learning,0.9
C4566,classification,0.9
C4567,accounting,0.9
C4568,python,0.9
C4568,aws,0.9
C4568,developing_applications,0.6
C4573,azure,0.9
C4576,regression,0.9
C4576,python,0.9
C4577,stakeholder_management,0.9
C4578,collaboration,0.9
C4578,the_art,0.6
C4578,cross-functional_collaboration,0.6
C4587,reliable_cloud_infrastructure,0.6
C4587,design,0.6
C4587,process,0.6
C4589,data_visualization,0.9
C4595,basic_web_layouts,0.6
C4603,machine_learning,0.9
C4606,the_gcp_marketplace,0.6
C4607,sql,0.9
C4611,business_intelligence,0.9
C4614,unity,0.6
C4614,design_voxel_environments,0.6
C4614,marching_squares,0.6
C4621,r,0.9
C4622,docker,0.9
C4622,research,0.9
C4622,wrangling_computing_environments,0.6
C4625,graphic_design,0.9
C4628,aws,0.9
C4630,applied_industrial_internet,0.6
C4630,things,0.6
C4635,a_winning_marketing_strategy,0.6
C4636,enhance,0.6
C4636,user_interface_design,0.6
C4636,mood_boards,0.6
C4636,miro,0.6
C4637,advanced_pivot_tables,0.6
C4637,excel,0.6
C4638,image_captioning_models,0.6
C4638,português_brasileiro,0.6
C4642,collaboration,0.9
C4646,disorders,0.6
C4646,substance_use,0.6
C4646,addictive_behaviors,0.6
C4647,c++,0.9
C4651,models,0.6
C4651,model_garden,0.6
C4657,design,0.6
C4657,innovation,0.6
C4657,business_model,0.6
C4658,multimodal_generative_ai_applications,0.6
C4660,python,0.9
C4662,email_marketing,0.9
C4663,risk_management,0.9
C4664,project_planning,0.9
C4665,a_performance_summary,0.6
C4665,snapeval,0.6
C4669,google_cloud,0.9
C4669,data_transformation,0.6
C4671,terraform,0.9
C4677,react,0.9
C4677,typescript,0.9
C4678,java,0.9
C4679,python,0.9
C4685,kubernetes,0.9
C4686,marketing_analytics,0.9
C4688,react,0.9
C4694,kubernetes,0.9
C4697,user_personas,0.6
C4697,journey,0.6
C4697,figma,0.6
C4699,data_analysis,0.9
C4699,pandas,0.6
C4699,path,0.6
C4700,linear_algebra,0.9
C4700,python,0.9
C4708,research,0.9
C4709,python,0.9
C4710,java,0.9
C4714,miro,0.6
C4717,graphic_design,0.9
C4717,ultimate_graphic_design_course,0.6
C4717,40_practical_projects,0.6
C4718,java,0.9
C4719,design,0.6
C4719,online_course,0.6
C4719,canva,0.6
C4724,apps,0.6
C4724,fine-tune_llms,0.6
C4724,the_openai_api,0.6
C4726,javascript,0.9
C4726,react,0.9
C4732,kubernetes,0.9
C4733,storytelling,0.9
C4736,wakelet,0.6
C4736,learning_collections,0.6
C4740,deep_learning,0.9
C4740,neural_networks,0.9
C4741,optimization,0.9
C4742,translation,0.6
C4742,practice,0.6
C4749,leadership,0.9
C4750,risk_management,0.9
C4752,pages,0.6
C4754,incident_response,0.9
C4754,communication,0.9
C4758,react,0.9
C4759,lcfa_practice_course,0.6
C4762,r,0.9
C4763,fpga-accelerated_cloud_applications,0.6
C4770,data_warehouse_concepts,0.6
C4770,design,0.6
C4770,data_integration,0.6
C4771,systems_thinking,0.9
C4776,java,0.9
C4779,azure,0.9
C4786,azure,0.9
C4787,communication,0.9
C4790,discrete_mathematics,0.9
C4791,scheduling,0.9
C4795,unity,0.6
C4795,design,0.6
C4795,advanced_3d_game_levels,0.6
C4796,machine_learning,0.9
C4796,classification,0.9
C4801,react,0.9
C4803,communication,0.9
C4805,animation,0.9
C4808,change,0.6
C4808,social_entrepreneurship,0.6
C4812,machine_learning,0.9
C4816,google_cloud,0.9
C4816,prometheus,0.6
C4820,business_intelligence,0.9
C4821,google_cloud,0.9
C4825,design_thinking,0.9
C4825,parte,0.6
C4825,design_thinking_para,0.6
C4825,la_resolución_de_problemas,0.6
C4827,design_basics,0.6
C4827,steel_buildings,0.6
C4833,financial_analysis,0.9
C4833,valuation,0.9
C4834,communication,0.9
C4838,data,0.6
C4838,a_model_car_database,0.6
C4843,business_intelligence,0.9
C4844,genai_chatbots,0.6
C4844,openai-powered_chatbots,0.6
C4852,probability,0.9
C4856,communication,0.9
C4857,storytelling,0.9
C4864,kubernetes,0.9
C4867,animation,0.9
C4867,a_3d_animator,0.6
C4867,your_dream_animation_career,0.6
C4871,business_intelligence,0.9
C4872,google_cloud,0.9
C4873,google_cloud,0.9
C4874,cryptography,0.9
C4876,ethical_hacking,0.9
C4879,regression,0.9
C4880,techniques,0.6
C4887,go,0.9
C4888,google_cloud,0.9
C4889,artful_practices,0.6
C4889,well-being,0.6
C4891,digital_marketing,0.9
C4900,cloud_security,0.9
C4903,react,0.9
C4907,machine_learning,0.9
C4909,stm32,0.6
C4909,deep_dive,0.6
C4909,mastering_embedded_systems,0.6
C4912,corporate_finance,0.9
C4921,3d_character_design_workshop,0.6
C4921,nomad_sculpt,0.6
C4927,software_development,0.9
C4928,c++,0.9
C4929,communication,0.9
C4930,leadership,0.9
C4930,communication,0.9
C4930,storytelling,0.9
C4931,animation,0.9
C4934,agile,0.9
C4943,networks_-_português,0.6
C4944,machine_learning,0.9
C4948,regression,0.9
C4948,r,0.9
C4958,aws,0.9
C4959,a_profile,0.6
C4959,network,0.6
C4961,a_winning_investment_portfolio,0.6
C4962,image_captioning_models,0.6
C4963,practice,0.6
C4964,kubernetes,0.9
C4966,research,0.9
C4968,marketing_analytics,0.9
C4969,photography,0.9
C4970,validation,0.6
C4970,cypress,0.6
C4970,robust_web_test,0.6
C4972,core,0.6
C4972,ecommerce,0.6
C4976,corporate_finance,0.9
C4977,versatility,0.6
C4977,how_big_brands,0.6
C4980,interpersonal_psychotherapy,0.6
C4984,problem_solving,0.9
C4985,git,0.9
C4986,metrics,0.6
C4986,exporters,0.6
C4986,the_managed_service,0.6
C4986,prometheus,0.6
C4987,animations,0.6
C4987,transitions,0.6
C4987,microsoft_powerpoint,0.6
C4990,rust,0.9
C4991,machine_learning,0.9
C4991,prototyping,0.9
C4991,machine,0.6
C4991,ibm_watson_studio,0.6
C4993,testing,0.9
C4994,agile,0.9
C4995,django,0.9
C4998,computer_vision,0.9
C4998,machine_learning,0.9
C5002,google_cloud,0.9
C5002,azure,0.9
C5004,communication,0.9
C5007,debugging,0.9
C5008,optimization,0.9
C5008,decision_making,0.9
C5009,matlab,0.9
C5009,programming,0.6
C5011,sql,0.9
C5011,problem_solving,0.9
C5015,audio_transcripts,0.6
C5015,amazon_transcribe,0.6
C5019,graphic_design,0.9
C5022,compliance,0.9
C5025,data_analysis,0.9
C5026,scheduling,0.9
C5027,html,0.9
C5029,python,0.9
C5034,big_data,0.9
C5035,ai_principles,0.6
C5035,gc_-_日本語版,0.6
C5037,web_development,0.9
C5037,go,0.9
C5037,an_e-manual_server,0.6
C5044,machine_learning,0.9
C5044,r,0.9
C5044,machine,0.6
C5044,e_data_mining,0.6
C5047,agile,0.9
C5047,leadership,0.9
C5051,azure,0.9
C5051,serverless,0.9
C5051,a_rest_api,0.6
C5051,nodejs_serverless_functions,0.6
C5052,research,0.9
C5052,testing,0.9
C5055,ux_design,0.9
C5055,capstone_project,0.6
C5055,design,0.6
C5055,the_real_world,0.6
C5056,predictive_modeling,0.9
C5063,google_cloud,0.9
C5063,resilient_streaming_analytics_systems,0.6
C5065,transformations,0.6
C5065,data,0.6
C5066,game_design,0.9
C5066,video_game_design,0.6
C5066,unreal_engine,0.6
C5066,your_world,0.6
C5067,google_cloud,0.9
C5067,security_best_practices,0.6
C5067,google_cloud_日本語版,0.6
C5070,the_pl-900_practice_exam,0.6
C5071,risk_assessment,0.9
C5073,testing,0.9
C5075,go,0.9
C5075,a_rest_api,0.6
C5076,machine_learning,0.9
C5078,tiktok_community,0.6
C5079,research,0.9
C5081,fitness_programming,0.6
C5084,google_cloud,0.9
C5085,web_development,0.9
C5088,population_health,0.6
C5088,study_design,0.6
C5094,compliance,0.9
C5096,salesforce_design_mastery,0.6
C5096,crm_customization,0.6
C5100,html,0.9
C5101,your_professional_eportfolio,0.6
C5101,english,0.6
C5102,an_application,0.6
C5102,chat_prompts,0.6
C5102,the_gemini_model,0.6
C5109,rust,0.9
C5117,course,0.6
C5117,software_design,0.6
C5118,c#,0.9
C5122,leadership,0.9
C5124,the_sale,0.6
C5125,google_cloud,0.9
C5128,python,0.9
C5132,google_cloud,0.9
C5132,ai_principles,0.6
C5135,object-oriented_programming,0.9
C5140,aws,0.9
C5147,python,0.9
C5153,kubernetes,0.9
C5159,your_style,0.6
C5159,your_editing_style,0.6
C5161,ethics,0.6
C5161,responsible_use,0.6
C5161,creativity,0.6
C5162,google_cloud,0.9
C5163,testing,0.9
C5163,java,0.9
C5165,statistics,0.9
C5165,data_analysis,0.9
C5165,r,0.9
C5168,css,0.9
C5178,a_financial_statement,0.6
C5178,microsoft_excel,0.6
C5180,kubernetes,0.9
C5180,devops,0.9
C5181,r,0.9
C5182,research,0.9
C5184,leadership,0.9
C5185,css,0.9
C5189,a_breakout_game,0.6
C5193,the_future,0.6
C5193,work,0.6
C5197,kubernetes,0.9
C5197,google_kubernetes_engine_pipeline,0.6
C5197,cloud,0.6
C5198,business_intelligence,0.9
C5199,leadership,0.9
C5199,team_management,0.9
C5202,machine_learning,0.9
C5202,java,0.9
C5202,implementation,0.6
C5203,youth,0.6
C5206,azure,0.9
C5211,canva,0.6
C5211,an_interactive_mind_map,0.6
C5212,agile,0.9
C5212,leadership,0.9
C5213,introduction,0.6
C5213,public_health,0.6
C5219,machine_learning,0.9
C5223,google_cloud,0.9
C5225,risk_management,0.9
C5230,google_cloud,0.9
C5232,react,0.9
C5236,java,0.9
C5239,risk_management,0.9
C5241,an_automated_landing_page,0.6
C5241,wix_adi,0.6
C5243,python,0.9
C5247,multi-agent_development,0.6
C5249,capstone,0.6
C5249,social)_network_data,0.6
C5257,sql,0.9
C5258,design_thinking,0.9
C5258,global_startup,0.6
C5261,web_development,0.9
C5263,azure,0.9
C5263,a_data_warehouse,0.6
C5265,storytelling,0.9
C5267,social_media_content,0.6
C5267,prezi,0.6
C5273,pyspark_foundations,0.6
C5273,process,0.6
C5273,data,0.6
C5276,azure,0.9
C5276,ai_applications,0.6
C5285,data_analysis,0.9
C5287,aws,0.9
C5288,interaction_design,0.9
C5288,interaction_design_capstone_project,0.6
C5289,photography,0.9
C5289,natural_light,0.6
C5289,portrait_photography,0.6
C5290,leadership,0.9
C5291,java,0.9
C5292,azure,0.9
C5293,linux_servers,0.6
C5293,unit,0.6
C5294,clustering,0.9
C5294,python,0.9
C5295,public_health_informatics,0.6
C5295,leaders,0.6
C5296,problem_solving,0.9
C5297,systems,0.6
C5299,leadership,0.9
C5302,python,0.9
C5303,valuation,0.9
C5308,custom_fields,0.6
C5308,looker_explores,0.6
C5309,kubernetes,0.9
C5310,google_cloud,0.9
C5310,containerized_applications,0.6
C5315,python,0.9
C5316,alloydb,0.6
C5316,postgresql,0.6
C5316,database_migration_service,0.6
C5317,gemini,0.6
C5317,vertex,0.6
C5317,intelligent_applications,0.6
C5320,hotel_financials,0.6
C5321,animation,0.9
C5328,apis,0.6
C5328,openapi_specification,0.6
C5330,leadership,0.9
C5332,leadership,0.9
C5333,natural_language_processing,0.9
C5333,classification,0.9
C5342,c#,0.9
C5348,testing,0.9
C5350,debugging,0.9
C5354,agile,0.9
C5357,builder_and_power_apps,0.6
C5358,a_business_profile,0.6
C5358,twitter,0.6
C5359,sql,0.9
C5361,compliance,0.9
C5361,master_compliance,0.6
C5361,ms_365_copilot,0.6
C5363,the_ethical_use,0.6
C5363,data-driven_technologies,0.6
C5364,docker,0.9
C5370,personas,0.6
C5370,targeted_users,0.6
C5371,ruby,0.9
C5373,mailchimp,0.6
C5373,an_e-mail_marketing_campaign,0.6
C5375,photography,0.9
C5378,marketing_design,0.6
C5378,easil,0.6
C5380,data_visualization,0.9
C5381,statistics,0.9
C5383,problem_solving,0.9
C5383,python,0.9
C5387,google_cloud,0.9
C5388,scrum,0.9
C5392,testing,0.9
C5392,java,0.9
C5394,python,0.9
C5397,an_ethical_data-driven_organization,0.6
C5398,interaction_design,0.9
C5398,3d_interaction_design,0.6
C5398,virtual_reality,0.6
C5400,angular,0.9
C5400,your_portfolio_website,0.6
C5400,angular_js,0.6
C5401,data_visualization,0.9
C5401,python,0.9
C5402,machine_learning,0.9
C5402,machine_learning_introduction,0.6
C5402,everyone,0.6
C5405,devops,0.9
C5412,testing,0.9
C5413,machine_learning,0.9
C5413,advanced_ai,0.6
C5413,machine,0.6
C5413,techniques,0.6
C5413,capstone,0.6
C5415,research,0.9
C5420,your_own_database_agent,0.6
C5423,serverless,0.9
C5425,c++,0.9
C5427,modern_physics_iii,0.6
C5427,simplicity,0.6
C5436,foundations,0.6
C5436,teaching,0.6
C5436,curriculum,0.6
C5440,node.js,0.9
C5440,kubernetes,0.9
C5442,java,0.9
C5442,a_supermarket_app,0.6
C5442,java_oop,0.6
C5443,calculus,0.9
C5446,relational_database_design,0.6
C5448,unreal_engine,0.6
C5448,physics_simulations,0.6
C5461,data_analysis,0.9
C5461,python,0.9
C5461,covid19_data_analysis,0.6
C5463,your_virtual_classroom,0.6
C5463,canva,0.6
C5467,scheduling,0.9
C5468,photography,0.9
C5468,concept_portrait_photography,0.6
C5468,a_captivating_series,0.6
C5471,a_sustainable_future,0.6
C5477,react,0.9
C5478,team_management,0.9
C5482,git,0.9
C5484,a_professional_online_presence,0.6
C5488,optimization,0.9
C5495,c#,0.9
C5497,machine_learning,0.9
C5500,google_cloud,0.9
C5501,java,0.9
C5501,testing,0.9
C5505,project_information_hubs,0.6
C5505,performance,0.6
C5509,accounting,0.9
C5510,python,0.9
C5516,testing,0.9
C5521,version_control,0.9
C5523,kubernetes,0.9
C5530,javascript,0.9
C5532,python,0.9
C5535,process_improvement,0.9
C5546,machine_learning,0.9
C5547,job_search,0.6
C5549,debugging,0.9
C5557,sql,0.9
C5558,devops,0.9
C5561,object-oriented_programming,0.9
C5564,google_cloud,0.9
C5566,google_cloud,0.9
C5568,agile,0.9
C5568,scrum,0.9
C5571,kubernetes,0.9
C5572,natural_language_processing,0.9
C5585,a_simple_project_timeline,0.6
C5586,regression,0.9
C5586,python,0.9
C5595,public_health_practice,0.6
C5596,machine_learning,0.9
C5596,python,0.9
C5598,javascript,0.9
C5600,python,0.9
C5600,sql,0.9
C5600,data_analytics,0.6
C5601,wireframes,0.6
C5601,low-fidelity_prototypes,0.6
C5603,google_cloud,0.9
C5604,django,0.9
C5604,css,0.9
C5609,microservices,0.9
C5609,serverless,0.9
C5609,application_development,0.6
C5610,innovation,0.6
C5610,design,0.6
C5612,social_media_marketing,0.9
C5614,introduction,0.6
C5614,design,0.6
C5625,azure,0.9
C5628,google_cloud,0.9
C5629,research,0.9
C5630,leadership,0.9
C5636,critical_thinking,0.9
C5636,decision_making,0.9
C5638,azure,0.9
C5638,cognitive_services,0.6
C5638,an_ai_based_chatbot,0.6
C5642,risk_management,0.9
C5647,linear_algebra,0.9
C5649,big_data,0.9
C5650,aws,0.9
C5653,storytelling,0.9
C5653,data_storytelling,0.6
C5654,research,0.9
C5655,machine_learning,0.9
C5655,bigquery_machine_learning,0.6
C5655,inference,0.6
C5658,serverless,0.9
C5660,python,0.9
C5660,your_first_python_program,0.6
C5663,machine_learning,0.9
C5663,titanic_survival_prediction,0.6
C5668,ai_principles,0.6
C5668,gc_-_français,0.6
C5669,unity,0.6
C5669,design,0.6
C5669,a_tower_defense_game,0.6
C5670,javascript,0.9
C5670,a_javascript_game,0.6
C5670,random_order,0.6
C5672,ui_design,0.9
C5672,material_design,0.6
C5672,a_reminder_app,0.6
C5674,probability,0.9
C5674,statistics,0.9
C5675,data_analysis,0.9
C5675,introduction,0.6
C5675,excel,0.6
C5678,foundations,0.6
C5678,teaching,0.6
C5680,migrate_vpc_firewall_rules,0.6
C5680,network_tags,0.6
C5682,swift,0.9
C5689,storytelling,0.9
C5690,python,0.9
C5690,generative_ai,0.6
C5692,basic_generative_adversarial_networks,0.6
C5693,resilient_streaming_analytics_systems,0.6
C5694,deep_learning,0.9
C5698,react,0.9
C5704,azure,0.9
C5708,google_cloud,0.9
C5711,go,0.9
C5716,accounting,0.9
C5718,printing_technology_deep_dive,0.6
C5719,environment_sustainability_assesment,0.6
C5723,apple's_stock,0.6
C5723,financials,0.6
C5728,analytics_systems,0.6
C5729,leadership,0.9
C5730,cloud_architecture,0.9
C5731,machine_learning,0.9
C5731,production_machine,0.6
C5731,systems_-_español,0.6
C5733,testing,0.9
C5734,data_analysis,0.9
C5736,azure,0.9
C5738,azure,0.9
C5740,azure,0.9
C5745,natural_language_processing,0.9
C5745,azure,0.9
C5750,big_data,0.9
C5752,optimization,0.9
C5758,version_control,0.9
C5758,debugging,0.9
C5758,object_design,0.6
C5759,machine_learning,0.9
C5759,computer_vision,0.9
C5764,sql,0.9
C5774,compliance,0.9
C5775,design_methods,0.6
C5775,business_opportunities,0.6
C5776,aws,0.9
C5781,communication,0.9
C5784,sql,0.9
C5784,database_tables,0.6
C5785,statistics,0.9
C5786,big_data,0.9
C5788,gis_data_acquisition,0.6
C5788,design,0.6
C5790,the_career_design_lab,0.6
C5790,your_job,0.6
C5791,corporate_finance,0.9
C5794,aws,0.9
C5794,infrastructure_as_code,0.9
C5800,angular,0.9
C5800,secure_angular_apps,0.6
C5803,react,0.9
C5807,python,0.9
C5811,aws,0.9
C5818,java,0.9
C5821,azure,0.9
C5826,risk_management,0.9
C5830,image_captioning_models,0.6
C5831,server-side_programming,0.6
C5834,ui_design,0.9
C5834,introduction,0.6
C5840,kubernetes,0.9
C5840,terraform,0.9
C5841,node.js,0.9
C5841,mongodb,0.6
C5841,back-end_database_applications,0.6
C5843,c#,0.9
C5843,unity,0.6
C5844,time_series,0.9
C5846,a_multi_node_eosio,0.6
C5850,fast_websites,0.6
C5850,astro,0.6
C5853,kubernetes,0.9
C5853,python,0.9
