learner_id,course_id,course_name,course_domain,course_difficulty,archetype,course_number,enrollment_date,quiz_score,engagement_score,time_spent_hours,completed,learner_skill_level
L00289,R0he-WPPEe-D_Qr_6kpdRQ,Unknown,,intermediate,high_achiever,6,2026-01-21,100.0,83.0,8.6,True,1.271020941513398
L00289,h5yGRVNLEfCt0wr_8L_7mQ,Unknown,,intermediate,high_achiever,7,2026-01-27,100.0,88.7,10.3,True,1.571020941513398
L00289,KppnLpVXEe-Bew79sdHzzQ,Unknown,,intermediate,high_achiever,8,2026-02-05,85.0,77.8,8.5,True,1.871020941513398
L00289,34FY-j5LEe-xLxIpRr2Opw,Unknown,,intermediate,high_achiever,9,2026-02-07,100.0,78.8,7.7,True,2.0
L00289,rFJEh7nyEe2oxw5qVgw_VQ,Unknown,,intermediate,high_achiever,10,2026-02-11,71.0,88.3,9.5,True,2.0
L00289,3cUFl0qPEe-mywr_6bZvLw,Unknown,,intermediate,high_achiever,11,2026-02-12,86.5,94.2,8.9,True,2.0
L00289,Gr-bySdHEe6ldxLKcjiRFw,Unknown,,intermediate,high_achiever,12,2026-02-17,100.0,98.7,9.3,True,2.0
L00289,4QpPCWPyEfC0aBLgb0yDNQ,Unknown,,intermediate,high_achiever,13,2026-02-20,96.4,96.1,8.2,True,2.0
L00289,bPmjr06CEfCqjwr_1EnQcQ,Unknown,,intermediate,high_achiever,14,2026-02-24,96.0,87.7,7.6,True,2.0
L00289,uR9ep230EeqX8gpNBtLRnw,Unknown,,intermediate,high_achiever,15,2026-03-01,92.4,92.6,8.3,True,2.0
L00290,MCxsdGxLEfCg9wr_w-3how,Unknown,,intermediate,steady_learner,1,2026-01-02,70.4,84.4,9.2,True,0.0
L00290,DwbNfqylEe-K5gr_wwzjAQ,Unknown,,intermediate,steady_learner,2,2026-01-27,58.4,100.0,8.0,True,0.2112033255344068
L00290,TjM02i-1EfCejw7oO7eUXw,Unknown,,intermediate,steady_learner,3,2026-03-16,48.0,71.5,7.0,True,0.3864491382720393
L00290,iYo_D7GpEeusrg6wKBIcAw,Unknown,,intermediate,steady_learner,4,2026-03-26,78.7,69.5,5.9,True,0.530499905929235
L00290,z3e225_hEeyGWwobiElSJw,Unknown,,intermediate,steady_learner,5,2026-04-09,57.2,59.3,7.1,True,0.7665102541571971
L00291,WXt3PEUsEeaDRhLb8lAaNw,Unknown,,intermediate,struggling_learner,1,2025-04-01,72.9,49.5,5.7,False,0.0
L00291,fM7b0UcrEeylbAqjSwTWlQ,Unknown,,intermediate,struggling_learner,2,2025-06-09,40.3,35.2,2.9,False,0.0
L00292,yOfUj4J6EeyoNA5LwAhmgw,Unknown,,intermediate,steady_learner,1,2025-07-11,68.1,59.4,6.9,True,0.0
L00292,byYNTFkVEei-TBLgOSj5Og,Unknown,,intermediate,steady_learner,2,2025-07-21,64.8,60.0,5.4,True,0.2042004652393561
L00292,rWOCs42DEeWIbw4397jVQw,Unknown,,intermediate,steady_learner,3,2025-07-25,55.1,73.7,8.2,True,0.3987436512740514
L00292,Us1caUbDEeylbAqjSwTWlQ,Unknown,,intermediate,steady_learner,4,2025-07-27,51.7,67.9,7.7,False,0.56413070804743
L00292,8IvcKYUREe6hyw4UDDa2MQ,Unknown,,intermediate,steady_learner,5,2025-10-02,64.8,61.2,5.9,True,0.56413070804743
L00292,p2jYHVPxEein9xItvIlMSA,Unknown,,intermediate,steady_learner,6,2025-10-17,64.5,61.5,5.8,False,0.7584048765090454
L00292,7ywCCu4QEe6ttAr_4F1oww,Unknown,,intermediate,steady_learner,7,2025-10-30,75.2,66.0,6.9,True,0.7584048765090454
L00292,HiKTITfnEe-xLxIpRr2Opw,Unknown,,intermediate,steady_learner,8,2025-11-22,84.1,65.2,5.4,True,0.9840307918444204
L00292,SqFXVM96EeyIXQ7d-KWeWQ,Unknown,,intermediate,steady_learner,9,2025-11-30,56.6,56.2,6.2,False,1.2362294893139256
L00293,A1qbZN-aEeypqArgW5gGjw,Unknown,,intermediate,steady_learner,1,2025-03-13,44.0,29.1,2.5,True,0.0
L00293,DKn2EXahEey3rxIS7UGl2w,Unknown,,intermediate,steady_learner,2,2025-03-23,38.4,94.5,8.0,True,0.13187810028893462
L00293,W-ayAiM9EeSjriIACzaDig,Unknown,,intermediate,steady_learner,3,2025-04-09,74.1,82.6,8.7,True,0.24709561171582087
L00294,BYnIkWFwEeyIUg4Qv2RsBQ,Unknown,,intermediate,steady_learner,1,2025-12-03,65.0,68.3,6.1,False,0.0
L00294,EZfRlyCsEe6BNQpjxVVR9w,Unknown,,intermediate,steady_learner,2,2025-12-28,64.6,58.5,4.8,True,0.0
L00294,hY5laDm8Ee2rGg5Z3GP-bw,Unknown,,intermediate,steady_learner,3,2026-02-11,74.5,71.3,5.9,True,0.19383610452200703
L00294,_LPeqKvpEe6wGxK96EWoDQ,Unknown,,intermediate,steady_learner,4,2026-04-12,40.3,72.8,6.3,True,0.41730389562229653
L00294,quF5rVdrEeesGQokJ1NePA,Unknown,,intermediate,steady_learner,5,2026-05-09,65.6,67.0,6.8,True,0.5382877595344909
L00294,we2C0U9DEealsQ4S5bCf-Q,Unknown,,intermediate,steady_learner,6,2026-06-07,71.5,81.1,6.9,True,0.7350719316498766
L00294,zJASPNyMEe6J_wr_0biVVQ,Unknown,,intermediate,steady_learner,7,2026-07-23,63.1,49.8,4.1,True,0.9496454241317615
L00295,RM6fYH1GEfC2OhKwGgKtJw,Unknown,,intermediate,steady_learner,1,2025-02-15,62.0,54.4,6.5,True,0.0
L00295,p_aOHv5AEe-ehwr_ziEUiw,Unknown,,intermediate,steady_learner,2,2025-04-28,57.1,55.8,4.9,False,0.18603226187198177
L00295,zwqURwiiEeahpQ5cgS1w4w,Unknown,,intermediate,steady_learner,3,2025-05-06,54.0,47.3,5.1,False,0.18603226187198177
L00295,Vfikxm7AEfCRIxJx5RaBQw,Unknown,,intermediate,steady_learner,4,2025-05-23,66.3,81.9,9.1,True,0.18603226187198177
L00297,0BhbnWBTEemJSwqhjZsp9g,Unknown,,intermediate,struggling_learner,1,2025-03-08,50.7,17.6,1.8,True,0.0
L00297,qYE1_lWtEee9zA480n2xtg,Unknown,,intermediate,struggling_learner,2,2025-06-14,18.4,61.9,5.5,False,0.1522013870755716
L00298,lI65HOqWEe-GKw4xJmSE0Q,Unknown,,intermediate,struggling_learner,1,2025-06-07,69.5,53.0,4.4,False,0.0
L00298,HwKA7oFxEe-L8RKezlgehQ,Unknown,,intermediate,struggling_learner,2,2025-09-02,36.0,65.1,7.5,True,0.0
L00298,YaFGgYHOEe-uPQ6cY8b-gw,Unknown,,intermediate,struggling_learner,3,2025-09-21,30.5,59.2,6.9,False,0.10800073889570774
L00298,D3Rd7PTkEe-WNg6yNL9DQw,Unknown,,intermediate,struggling_learner,4,2025-10-01,49.0,80.4,9.5,False,0.10800073889570774
L00299,1W9NTfJmEeyxiRKaoDccyw,Unknown,,intermediate,steady_learner,1,2025-02-02,28.6,67.8,6.4,True,0.0
L00299,CoMY5S2GEeaSWQ5Q7JoZ8w,Unknown,,intermediate,steady_learner,2,2025-02-08,64.9,62.5,5.1,True,0.0858164669814393
L00299,T79xe0EvEfClyxI_Dgx85Q,Unknown,,intermediate,steady_learner,3,2025-02-17,52.9,64.7,7.6,True,0.28038271647262725
L00299,qLwmkiOZEeadsBKew8xmjQ,Unknown,,intermediate,steady_learner,4,2025-04-01,45.7,63.7,5.8,True,0.4389869665431524
L00299,kMqpSWWhEee1VA7DqjUt-A,Unknown,,intermediate,steady_learner,5,2025-06-11,62.5,74.6,6.9,True,0.5759619845261968
L00299,eRKdsT-IEe-xLxIpRr2Opw,Unknown,,intermediate,steady_learner,6,2025-08-28,69.4,43.7,4.5,True,0.7634155912688724
L00300,wsaxk6koEeyjPxJkzIUqCw,Unknown,,intermediate,steady_learner,1,2025-12-04,58.5,72.3,7.3,True,0.0
L00300,2N7ltmIxEe62wwrYx-2qTQ,Unknown,,intermediate,steady_learner,2,2025-12-30,17.8,57.6,4.9,True,0.1756480470292772
L00301,yGK8KNPSEe2HUgoXSm74nw,Unknown,,intermediate,focused_specialist,1,2025-08-28,75.9,56.3,5.2,True,0.0
L00301,hCmJyO8yEeuPxAoVlSpyqQ,Unknown,,intermediate,focused_specialist,2,2025-09-08,61.4,100.0,11.7,True,0.22776232767560894
L00301,OcsReSgNEe-qLxJFbw2Hbw,Unknown,,intermediate,focused_specialist,3,2025-10-19,64.1,78.3,9.3,True,0.4120970520667656
L00301,s7cGbaVsEeyXAxLiaRbZgw,Unknown,,intermediate,focused_specialist,4,2025-11-26,94.3,77.7,7.4,True,0.604497076032627
L00301,BmTjh7ynEe-ADgr_3OZlyQ,Unknown,,intermediate,focused_specialist,5,2025-12-25,77.5,76.2,8.0,True,0.8875405193581694
L00301,E4Z99BsMEeqMWhJYTN5k1Q,Unknown,,intermediate,focused_specialist,6,2026-01-19,93.8,100.0,9.7,True,1.1201609621607536
L00301,zetHRmQTEfCuTQr_18aZHw,Unknown,,intermediate,focused_specialist,7,2026-02-09,92.9,69.2,8.1,True,1.4014827836293138
L00301,gHycGx0uEeaP7xL2JHHq4w,Unknown,,intermediate,focused_specialist,8,2026-02-11,65.4,59.9,6.6,True,1.6802822264582522
L00301,7LyJeMfLEeyduw6ktL3Xvw,Unknown,,intermediate,focused_specialist,9,2026-02-14,96.9,96.7,8.4,True,1.8763324893062665
L00301,2N7ltmIxEe62wwrYx-2qTQ,Unknown,,intermediate,focused_specialist,10,2026-03-17,88.2,88.8,10.1,True,2.0
L00301,x-CM7YSKEe-uPQ6cY8b-gw,Unknown,,intermediate,focused_specialist,11,2026-03-28,91.7,88.2,7.5,True,2.0
L00301,ZdKMxaWJEeiLXw4QLApQMg,Unknown,,intermediate,focused_specialist,12,2026-03-31,87.4,73.2,8.1,True,2.0
L00303,bDITwakzEeyxDg4ukgkVlw,Unknown,,intermediate,steady_learner,1,2025-10-24,68.1,88.5,9.9,True,0.0
L00303,eZslrldoEe6rZAooU_uugw,Unknown,,intermediate,steady_learner,2,2025-10-24,73.4,51.0,4.1,True,0.2042087335242167
L00305,WMpUelrHEe21XQ6jDCOgEQ,Unknown,,intermediate,high_achiever,1,2025-03-14,68.2,100.0,10.5,True,0.0
L00305,oHkr8bWNEeW2iwpbOuagWQ,Unknown,,intermediate,high_achiever,2,2025-03-21,75.4,90.1,8.8,True,0.20455188633318336
L00305,p9PyJLMIEe-YmAr_2_tM1w,Unknown,,intermediate,high_achiever,3,2025-04-05,86.6,81.1,7.9,True,0.4307774540796452
L00305,qbA0gH_HEe2MDA4NmZ7FXQ,Unknown,,intermediate,high_achiever,4,2025-04-05,85.4,75.5,6.7,True,0.6905330782734913
L00307,FUQhMLeOEe-dwg4HQ74J2Q,Unknown,,intermediate,focused_specialist,1,2025-09-27,87.6,62.4,5.7,True,0.0
L00308,Ma4VrW0zEeWEewoyD2Bc5Q,Unknown,,intermediate,steady_learner,1,2025-10-25,99.0,61.1,5.6,True,0.0
L00310,3TN8t8FhEeyuxwp8tS4JQw,Unknown,,intermediate,steady_learner,1,2025-04-17,68.0,83.5,7.1,True,0.0
L00310,8H8wFp3KEeWoKRLkmmHLTQ,Unknown,,intermediate,steady_learner,2,2025-05-27,63.4,96.1,11.3,True,0.20406391780772798
L00310,_cpItzLVEe-MmBK4EgZ1qQ,Unknown,,intermediate,steady_learner,3,2025-05-29,52.4,43.6,3.6,False,0.3942093319582141
L00310,G1igonhdEfCZ7xKgSlPh4Q,Unknown,,intermediate,steady_learner,4,2025-06-23,69.2,90.1,7.6,True,0.3942093319582141
L00310,2GowxoAzEe-uPQ6cY8b-gw,Unknown,,intermediate,steady_learner,5,2025-06-24,66.9,53.0,5.8,False,0.6017971053299428
L00310,9WLsSu8BEe2xAQqJXwwaZw,Unknown,,intermediate,steady_learner,6,2025-07-27,75.3,82.2,9.1,True,0.6017971053299428
L00310,eZStbKkqEeyxDg4ukgkVlw,Unknown,,intermediate,steady_learner,7,2025-08-27,31.7,76.5,8.5,True,0.8275617003371296
L00310,l7smKFlDEe-UZQr_zKHGzQ,Unknown,,intermediate,steady_learner,8,2025-10-20,83.2,54.4,5.8,True,0.922739428991938
L00310,5fjDBd9oEeuTww4ta8ZJrw,Unknown,,intermediate,steady_learner,9,2025-10-25,58.5,51.2,5.9,False,1.1723839797677404
L00310,pQeq48P5Ee62DQ4e1CW1Vw,Unknown,,intermediate,steady_learner,10,2025-10-31,82.6,79.0,6.9,True,1.1723839797677404
L00310,7CqdrKGqEeua9hJHpJ2HqQ,Unknown,,intermediate,steady_learner,11,2025-12-01,62.4,57.9,6.6,True,1.4203310666594726
L00310,ReS5Hjp0EfC3HAr_0KfBDw,Unknown,,intermediate,steady_learner,12,2026-01-23,59.6,75.8,8.1,False,1.607484940471187
L00310,C2XMS2DQEfCy5w726iKh0Q,Unknown,,intermediate,steady_learner,13,2026-01-25,79.8,60.8,6.7,True,1.607484940471187
L00310,UT6XXzysEeu69wp-PD8q4Q,Unknown,,intermediate,steady_learner,14,2026-02-11,87.0,86.4,7.5,True,1.846739079400884
L00311,ocXG5O4OEe6cohJOlykk1Q,Unknown,,intermediate,explorer,1,2025-05-05,48.9,80.7,9.6,False,0.0
L00311,S0fYRP2nEe-ehwr_ziEUiw,Unknown,,intermediate,explorer,2,2025-08-03,44.9,100.0,10.8,True,0.0
L00311,dBUHnLNVEeywZA7hL6OYdw,Unknown,,intermediate,explorer,3,2025-11-27,46.9,79.6,6.7,False,0.1347886809921925
L00311,pS39AOntEe-mrRK-FPQYAw,Unknown,,intermediate,explorer,4,2025-12-31,80.0,48.1,4.9,False,0.1347886809921925
L00311,26L5e2xaEeyQuAqyaULE4w,Unknown,,intermediate,explorer,5,2026-01-17,64.8,87.0,9.2,True,0.1347886809921925
L00311,EocgQDiGEeqT_hISYQ1H_Q,Unknown,,intermediate,explorer,6,2026-02-12,51.0,21.9,1.9,False,0.32930439785781324
L00312,nyhYDWPgEe-kNRKvYx1DyQ,Unknown,,intermediate,high_achiever,1,2025-12-10,76.7,93.1,10.3,True,0.0
L00312,DB2Kw76SEe-LvhIuPUA7nw,Unknown,,intermediate,high_achiever,2,2025-12-16,76.5,95.8,8.9,True,0.23009201459860745
L00312,oGKJqXc8Ee-zFg7heHyXOQ,Unknown,,intermediate,high_achiever,3,2025-12-16,88.1,100.0,9.0,True,0.45963238426073916
L00312,w_vPnde3Ee24zA5Eu0YNIw,Unknown,,intermediate,high_achiever,4,2025-12-21,100.0,66.7,7.6,True,0.7240811379201427
L00312,Idubo3QKEe-CUA7-5BJkaw,Unknown,,intermediate,high_achiever,5,2026-01-04,88.1,82.6,8.6,True,1.0240811379201427
L00312,oqHoRSCNEeymZwrrGHVoWw,Unknown,,intermediate,high_achiever,6,2026-01-15,100.0,77.1,8.6,True,1.2884783227597043
L00312,E-XF1tHmEeqC9wrK2ukh8Q,Unknown,,intermediate,high_achiever,7,2026-01-25,77.0,79.6,7.1,True,1.5884783227597044
L00312,mHJub4plEe6Zzg6NXTqukw,Unknown,,intermediate,high_achiever,8,2026-02-05,83.3,84.4,10.0,True,1.8195837450666488
L00315,_ZpZKyTxEemb-BL8g3X_rg,Unknown,,intermediate,explorer,1,2025-10-08,69.7,29.7,2.5,True,0.0
L00315,x8qEymIJEe6yuQ41HILERQ,Unknown,,intermediate,explorer,2,2025-10-08,20.4,32.0,2.8,False,0.2091566467203633
L00315,1rLEVUtyEfC_uBJiENVY7Q,Unknown,,intermediate,explorer,3,2025-12-26,66.7,29.0,3.5,False,0.2091566467203633
L00316,TyTHZfKPEe-Regr_6Kw4YQ,Unknown,,intermediate,struggling_learner,1,2025-02-24,52.8,72.0,6.2,True,0.0
L00317,LWifamSDEfCuTQr_18aZHw,Unknown,,intermediate,steady_learner,1,2025-05-25,51.1,39.1,4.7,True,0.0
L00318,PmEw2GPTEe6C8Aq3MM882w,Unknown,,intermediate,steady_learner,1,2025-12-06,52.9,67.4,5.5,True,0.0
L00319,lYVp74v7EeeMexKwGJd-pg,Unknown,,intermediate,high_achiever,1,2025-02-15,81.6,67.2,6.9,True,0.0
L00319,ow0AdTeOEeWnxw5wP_KHTw,Unknown,,intermediate,high_achiever,2,2025-02-22,90.1,71.2,6.3,True,0.24482615423746149
L00319,uXXF41sGEfCt0wr_8L_7mQ,Unknown,,intermediate,high_achiever,3,2025-03-05,83.1,100.0,11.5,True,0.5150101893298841
L00319,ybBeAKk9EeuLCQ6P36XDuw,Unknown,,intermediate,high_achiever,4,2025-03-15,86.5,100.0,9.7,True,0.7643092513203007
L00319,Uejan-f0EeaVLRKoA_hS8A,Unknown,,intermediate,high_achiever,5,2025-03-21,90.4,71.1,7.8,True,1.0237909457434518
L00319,i_7JYlNJEeq6NwpG-k58_Q,Unknown,,intermediate,high_achiever,6,2025-04-21,86.0,80.0,9.1,True,1.295088420520507
L00319,cfRqdUMLEfClyxI_Dgx85Q,Unknown,,intermediate,high_achiever,7,2025-05-16,89.0,93.2,9.3,True,1.5532177793081505
L00319,iJakw7rhEeWfYA612mWHZw,Unknown,,intermediate,high_achiever,8,2025-05-26,98.8,85.3,9.8,True,1.8201123089484945
L00319,WcSPQ0kGEe-mywr_6bZvLw,Unknown,,intermediate,high_achiever,9,2025-06-09,97.8,100.0,10.2,True,2.0
L00319,WpA3C7R0Ee2RFw58751QMQ,Unknown,,intermediate,high_achiever,10,2025-06-23,96.7,92.6,10.3,True,2.0
L00319,okpogQDWEe2FUAphC_7O7w,Unknown,,intermediate,high_achiever,11,2025-07-16,94.2,77.7,8.6,True,2.0
L00319,rjEmwHuaEe2migq61SiSdw,Unknown,,intermediate,high_achiever,12,2025-08-04,100.0,77.7,8.6,True,2.0
L00319,fDfUC7mPEe-Edgr_0TyPhw,Unknown,,intermediate,high_achiever,13,2025-08-23,99.8,83.4,9.7,True,2.0
L00319,hVg6cm39Ee-CUA7-5BJkaw,Unknown,,intermediate,high_achiever,14,2025-08-27,95.5,98.9,9.6,True,2.0
L00319,4uaWwKWLEei7SwoHnjp4jA,Unknown,,intermediate,high_achiever,15,2025-09-20,100.0,94.9,9.9,True,2.0
L00320,7mp9vlryEeWzUQ41NnCQkQ,Unknown,,intermediate,focused_specialist,1,2025-08-02,51.3,95.2,11.0,True,0.0
L00321,Mi0iGwpkEe6qxxJMO02QfQ,Unknown,,intermediate,steady_learner,1,2026-01-05,76.8,60.2,5.0,False,0.0
L00321,oC5XlyT_EeWs4gorU6Q1Yw,Unknown,,intermediate,steady_learner,2,2026-03-03,67.4,67.9,7.0,True,0.0
L00321,__y3wBnnEeW9dA4X94-nLQ,Unknown,,intermediate,steady_learner,3,2026-03-14,73.9,45.9,5.4,True,0.20208120101051813
L00321,DlTV9nX2Ee-aqA7pvkfz1Q,Unknown,,intermediate,steady_learner,4,2026-03-19,61.7,61.1,6.0,True,0.4237762333864965
L00321,7EjGOWOREeiuEQ54ft6NYA,Unknown,,intermediate,steady_learner,5,2026-03-23,59.6,94.3,9.2,True,0.6090071697316296
L00321,-soROkL5Ee2hOhI8guE3RQ,Unknown,,intermediate,steady_learner,6,2026-03-23,79.7,59.7,5.4,True,0.7878893014504209
L00321,kKmH1CmkEfCjpBLgHCS35w,Unknown,,intermediate,steady_learner,7,2026-04-16,58.7,93.9,9.9,True,1.027109483388196
L00322,oLXwja36EeyiqQr1qP1QDw,Unknown,,intermediate,steady_learner,1,2025-06-09,50.7,68.6,7.5,True,0.0
L00322,yC0iaOrHEeSb-yIACwuKNg,Unknown,,intermediate,steady_learner,2,2025-08-11,63.4,60.6,5.9,True,0.15202542911910746
L00322,mukrVoSKEe-L8RKezlgehQ,Unknown,,intermediate,steady_learner,3,2025-08-11,62.4,74.7,7.7,False,0.34211497984154227
L00322,C915_4dREfCCSg698sr4dw,Unknown,,intermediate,steady_learner,4,2025-09-06,61.5,74.5,7.5,True,0.34211497984154227
L00322,IcCZJbHoEemBLwojGUHFwg,Unknown,,intermediate,steady_learner,5,2025-09-25,66.7,89.2,8.6,True,0.5266694893742698
L00322,wPh4XhgaEe-ufw7mfnZipw,Unknown,,intermediate,steady_learner,6,2025-10-24,55.1,78.8,8.2,True,0.7267349130336525
L00322,QGl4qFJkEeauXRI4ypm_Yw,Unknown,,intermediate,steady_learner,7,2025-10-27,73.8,56.6,5.1,True,0.8921560485214484
L00322,ejQvaKkvEeywagovoAKHOQ,Unknown,,intermediate,steady_learner,8,2025-12-08,82.0,63.4,5.8,True,1.1136325134284053
L00322,W4hcF2AIEeuN8RI7ZSjBwQ,Unknown,,intermediate,steady_learner,9,2025-12-19,78.7,47.2,4.1,True,1.3594915127399576
L00322,rjWnETOCEe2tpQ5y4J14fw,Unknown,,intermediate,steady_learner,10,2026-02-28,46.4,93.3,8.0,True,1.5956795920734639
L00322,LMFJMdHCEe-ElQr__Rz79Q,Unknown,,intermediate,steady_learner,11,2026-03-05,80.5,46.8,5.5,True,1.7350094712681543
L00322,rlXxHh-8Eee-XAo4YcylNA,Unknown,,intermediate,steady_learner,12,2026-03-28,92.6,71.4,8.0,True,1.9765607011662996
L00322,uS3dzjuoEe-aXAr_2gDaxw,Unknown,,intermediate,steady_learner,13,2026-03-30,86.1,61.7,5.7,True,2.0
L00322,AwNnIGIhEeyipgpI5l_HwQ,Unknown,,intermediate,steady_learner,14,2026-04-28,86.9,70.7,8.5,True,2.0
L00322,NxE8_I4XEeqNKQ4sLJ8qyw,Unknown,,intermediate,steady_learner,15,2026-08-07,94.0,59.3,5.2,True,2.0
L00323,D0ARB6kqEeywagovoAKHOQ,Unknown,,intermediate,steady_learner,1,2025-10-08,74.1,67.3,7.4,True,0.0
L00323,I2hGtifMEeu_lxJF844PaQ,Unknown,,intermediate,steady_learner,2,2025-10-21,98.0,57.7,6.9,True,0.22238259196111657
L00323,ro5EhBHrEe6PDxK2xq6QbQ,Unknown,,intermediate,steady_learner,3,2025-11-10,74.4,72.1,8.5,True,0.5164752022584316
L00324,QGYhp3QdEeqF6AoUJlrWqw,Unknown,,intermediate,explorer,1,2025-03-13,76.6,31.9,3.0,True,0.0
L00324,_1V-mfoIEe-m2BKpUCEabw,Unknown,,intermediate,explorer,2,2025-04-18,98.3,100.0,8.3,True,0.22987225681873796
L00324,x-OJVnLHEe6Q8hJOpVICWQ,Unknown,,intermediate,explorer,3,2025-06-02,49.7,41.7,4.8,True,0.5249066684438795
L00324,DMcgZ2YuEe-WbhKfqhh3sw,Unknown,,intermediate,explorer,4,2025-06-04,53.9,69.9,8.0,False,0.6740419692276342
L00325,YU80yZL4Ee-P7BK6D01MdQ,Unknown,,intermediate,high_achiever,1,2025-04-07,80.3,100.0,8.6,True,0.0
L00325,aNQImSnSEeyavRI3rIvGvQ,Unknown,,intermediate,high_achiever,2,2025-04-26,83.8,86.7,9.7,True,0.24083789613492693
L00325,BlNrQYAJEea-WAqa1tl72w,Unknown,,intermediate,high_achiever,3,2025-04-29,100.0,76.1,8.5,True,0.49236552707636805
L00325,jF57Lm1PEe6tnQrK3yNnuQ,Unknown,,intermediate,high_achiever,4,2025-04-30,88.7,82.4,9.3,True,0.7923655270763681
L00325,V0s3dUTAEe2UPA7amoZqfw,Unknown,,intermediate,high_achiever,5,2025-05-07,87.1,100.0,9.7,True,1.05858985588999
L00325,JWd4VXqhEeaDmw5QsxT7tQ,Unknown,,intermediate,high_achiever,6,2025-06-20,79.2,81.7,9.2,True,1.3197632007064954
L00325,d086Bc9YEeSS_CIACzcAUg,Unknown,,intermediate,high_achiever,7,2025-08-09,97.2,95.8,8.4,True,1.5572233804536606
L00326,lJHoYmd4Ee2UXgqXO2IIlw,Unknown,,intermediate,steady_learner,1,2025-06-13,49.2,69.7,6.4,True,0.0
L00326,mNbCADYbEeuRtA7CVRwflQ,Unknown,,intermediate,steady_learner,2,2025-06-28,66.2,85.4,9.2,True,0.14751353485529956
L00326,H7phRx_qEe2Psg5YTxx2NQ,Unknown,,intermediate,steady_learner,3,2025-07-12,68.7,71.5,8.0,False,0.3461541478381329
L00326,8C4ajbmJEeax1A7oeyrOxg,Unknown,,intermediate,steady_learner,4,2025-10-03,50.9,55.0,4.6,True,0.3461541478381329
L00326,YEpLfzRZEe-H2BLw-oHycQ,Unknown,,intermediate,steady_learner,5,2026-01-12,68.3,73.6,6.3,True,0.49893262592518167
L00326,Xk-ZeFivEe6T4g5G6GUacQ,Unknown,,intermediate,steady_learner,6,2026-01-18,86.2,38.3,3.7,True,0.7039181357936091
L00326,6K8l2CwFEeaU1xK12iolBQ,Unknown,,intermediate,steady_learner,7,2026-02-08,61.9,65.4,6.9,True,0.9624026867653763
L00326,GaE00z5WEfCseQ7q_2K0iw,Unknown,,intermediate,steady_learner,8,2026-03-30,97.9,52.2,6.0,True,1.148105888631414
L00326,Ea9ErWINEe6yuQ41HILERQ,Unknown,,intermediate,steady_learner,9,2026-04-16,63.3,41.0,4.1,True,1.441939246083418
L00327,BkfqGBYlEey6MRIUKQOB1w,Unknown,,intermediate,struggling_learner,1,2025-02-18,71.2,50.9,5.1,False,0.0
L00327,Y0VtdadjEe-NGg6igj04HQ,Unknown,,intermediate,struggling_learner,2,2025-03-04,63.1,38.4,4.1,False,0.0
L00327,YGc6cEmUEe-BdQ7zfM-lHQ,Unknown,,intermediate,struggling_learner,3,2025-06-05,85.3,57.0,5.9,False,0.0
L00327,eMpDmiwrEey_gAqlB2poCQ,Unknown,,intermediate,struggling_learner,4,2025-07-11,4.8,62.2,7.3,True,0.0
L00327,WQ_xuxtnEeq_igojzzC-Aw,Unknown,,intermediate,struggling_learner,5,2026-04-26,38.7,48.3,4.2,False,0.014396937701899601
L00329,KjJe5St0EfC0jQ69FLGfvw,Unknown,,intermediate,struggling_learner,1,2025-05-10,55.3,57.9,6.5,True,0.0
L00329,BuO0neR5EeWYOBIRup69HQ,Unknown,,intermediate,struggling_learner,2,2025-06-07,44.7,36.1,4.1,False,0.1660107535299306
L00329,UGiR-GbLEfCZkgr__qctWQ,Unknown,,intermediate,struggling_learner,3,2025-08-29,27.0,40.7,4.7,False,0.1660107535299306
L00330,GpKolfLGEe-Regr_6Kw4YQ,Unknown,,intermediate,explorer,1,2025-10-15,37.4,48.4,4.1,True,0.0
L00331,G-GCrOG4Ee6kgA4xMDRraQ,Unknown,,intermediate,steady_learner,1,2025-03-15,49.0,64.1,7.0,True,0.0
L00331,2SRe1KWrEei-Ig6IBTcCNA,Unknown,,intermediate,steady_learner,2,2025-03-18,50.9,66.9,7.3,False,0.14698592816400882
L00331,XLFztn00EfCSghLraBu5sQ,Unknown,,intermediate,steady_learner,3,2025-04-06,75.6,76.4,7.6,True,0.14698592816400882
L00331,MsanpbjREe-Xow4gBs9Frw,Unknown,,intermediate,steady_learner,4,2025-04-09,98.2,81.0,6.9,True,0.37390757843762845
L00331,y_FEcMmzEe-nVgr_-cPFDQ,Unknown,,intermediate,steady_learner,5,2025-05-03,85.4,75.8,8.4,True,0.6683710525257165
L00331,KN_9MgB7Ee-s6A6gNZn4pQ,Unknown,,intermediate,steady_learner,6,2025-09-03,52.4,81.7,8.2,True,0.9244623184018985
L00331,FTErVpymEeuCPBKttbjAlQ,Unknown,,intermediate,steady_learner,7,2025-10-07,59.4,59.7,6.6,True,1.0817650673735035
L00331,6YUb5lHkEeuV3xJQIImqCQ,Unknown,,intermediate,steady_learner,8,2025-11-10,67.5,82.5,8.4,True,1.259853481717212
L00332,YUzc4pjUEe6JrQqCsv_uvw,Unknown,,intermediate,struggling_learner,1,2025-02-23,29.3,43.6,4.2,False,0.0
L00332,KRAVE6dBEeStlyIACxeZeQ,Unknown,,intermediate,struggling_learner,2,2025-04-28,52.1,83.4,7.6,True,0.0
