learner_id,course_id,quiz_score,engagement_score,content_type
L00116,0rB8nPAtEe6gPxJK4ChNFw,87.7,86.2,
L00116,v-REgOSDEe2nnBJXwaSqgQ,79.3,92.4,
L00116,nWEUjEp4Ee6rfAoWSnaM5w,93.4,91.6,
L00116,r0e9gyUAEeWxbhIkPfddLQ,72.8,94.6,
L00116,JqoWaYTrEeWRYRLoE9jCoQ,100.0,90.3,
L00116,lN2vHFiKEey2lg5cTaMDSw,88.5,85.0,
L00116,VGk2Hkt2Ee-dQQr_5AJJ6w,100.0,70.4,
L00116,C58t9pe5Ee-wYRI9EMquVQ,100.0,100.0,
L00116,3Pf_2FNDEfCekhJDthqyWw,100.0,79.7,
L00117,UtJjpEJNEfC6-g6hfV5HWQ,96.9,86.5,
L00117,bBQNRIhiEe6MNAqxPFxNyQ,70.8,63.7,
L00117,RAfGejNrEeyZlQoNyXy15Q,63.7,98.7,
L00117,_GCi0Q3oEe-SXg6EFTZuww,79.6,95.2,
L00117,TsnyAf6zEeqNCAqNtkyr8w,72.4,98.5,
L00117,svzDI2FSEeW6DxKCi866Kw,89.0,94.8,
L00117,9-xBQujJEe6FNA7nQoA3-Q,96.1,97.2,
L00117,6kNrzj1FEfCO_gr_yN6pEQ,69.8,90.4,
L00117,ifuTZHuEEe-glQr_1x19Iw,84.5,100.0,
L00117,kPmJbgmhEey5zQ4LqE3elQ,100.0,85.4,
L00117,cruN4CgvEeueNgoVH3tVbQ,88.4,95.0,
L00117,66hu9VvzEfCsFw6FoIz2Lw,100.0,88.9,
L00117,XuMubvkKEe6RWQr_yLqxhQ,100.0,84.3,
L00117,8njQyorPEeyUpgpJ5aGUOQ,93.9,85.3,
L00118,lMsaBgWwEeaiYg6AFZ9Yaw,35.0,52.7,
L00119,QrEOzJVVEeqiqQqc4u2XIw,58.9,56.7,
L00120,xSA8Vw30Ee-PZgr_4p5lOw,48.7,22.6,
L00120,7XYEjJftEeuFpwo_oTjObQ,49.4,20.2,
L00120,OqbLPEVoEfC6-g6hfV5HWQ,19.6,26.5,
L00120,EheHhyJOEe-qLxJFbw2Hbw,60.3,57.7,
L00120,OJkRmJz-EeW6bw4ogk2HGQ,42.7,23.9,
L00120,uMeMUTReEe-f9Q6oSqnk-Q,49.4,18.5,
L00121,fu9mDGuWEfCNmBLKjrx-sw,50.5,65.8,
L00121,M8Ivh76AEe-ADgr_3OZlyQ,73.3,93.1,
L00121,fkZB_wXSEfC3TQ5GC5VyRw,40.3,62.7,
L00121,A263difqEeu9XxJAPDtcSw,56.0,69.6,
L00121,QuPSMmh-EfCQqQ74KKFXEw,55.4,50.9,
L00121,RSDTCmB-EfCy5w726iKh0Q,49.6,79.3,
L00121,_jimvXUlEe-sHxKPLhMLqw,51.3,64.5,
L00122,UDQKCyYKEe6JJAruShrzEQ,42.7,71.5,
L00122,C9T2cxgjEeuWFBKXbYUaVw,44.0,60.8,
L00123,am5-YwsbEeqAagqGz7M4Jw,54.3,89.2,
L00124,HhtExGVdEeyQuAqyaULE4w,58.6,89.4,
L00124,8UQBnm04EeWyAQ6K5KeLkw,75.3,52.2,
L00125,MnW-GrbOEe-JHhL4HU-TUQ,60.0,34.8,
L00125,R8QRlrrvEeW6YA7MjVrgzw,50.1,53.3,
L00125,i-5t1zQrEe2fgRKcLe05yw,38.6,64.4,
L00126,d2cpCcFtEe-ADgr_3OZlyQ,79.5,65.8,
L00126,N8vTLYuTEeuknQ4r1NGfzw,76.1,68.5,
L00126,uNY0R6kxEeywagovoAKHOQ,89.1,70.4,
L00127,CuJ2PscqEeyyUBK3-TLTlw,24.0,60.8,
L00127,oqHoRSCNEeymZwrrGHVoWw,61.9,47.1,
L00127,oAy26V2lEfCulgr_yN0Fgw,49.6,39.7,
L00129,-OqlvFXeEeuhCA5K4_4e8w,16.2,63.9,
L00129,c74nLGPKEe-e0g4kKcdYJQ,51.6,43.3,
L00129,V3IFD6nvEeuk6gqY7Q1DAQ,36.4,14.5,
L00129,_EPeagyoEe-PZgr_4p5lOw,65.7,53.7,
L00130,aDfBU7dvEey8ogoy0lwspQ,78.7,76.2,
L00130,CT4ws3_uEfCFkA4C8q11Ww,83.6,77.5,
L00130,2QmcxjqREfC3HAr_0KfBDw,65.7,91.1,
L00131,7-PYK_NcEeyOig7lia_oDw,2.3,34.7,
L00131,yWwH0Wd4Ee2pLBLDS7FD7w,44.4,65.9,
L00131,mVX5M7vTEeWxRxJALS-oFw,57.4,32.2,
L00131,2ZtMBlw5EfCulgr_yN0Fgw,71.0,62.0,
L00132,K5SEgQynEe-knBIDDnXmpw,57.8,73.9,
L00132,4Quj7K5-EeqTuwqVC8-9Qw,47.6,72.6,
L00133,XFtbAhXsEe65cQq_wi-deQ,32.9,68.0,
L00133,GjrZlAsxEey6IAo7CGAsSQ,42.5,68.9,
L00133,KqkSmTceEeiK0RI8Lz-WHg,59.2,65.0,
L00133,AqUcIU49Ee2aZArYyfwTww,62.1,69.3,
L00137,Vhi0aDKrEe6g2RLagZ_LRQ,69.4,62.3,
L00138,xdMr0c97EeuHgw5SCcDQSQ,90.3,73.0,
L00138,db1AyD0qEeuwehK5Ir7QEw,76.7,97.5,
L00138,GlPD-WECEe6FMBI3HZizyw,89.6,73.9,
L00138,SGxxrLhJEeiKpApN3GVeiA,90.3,82.0,
L00138,vkxs2AWZEfCd-gr_6GMchQ,100.0,75.6,
L00138,Nec0j8EDEeyMsw7fjv4fAQ,92.3,90.1,
L00138,8_ABnkssEe2BqQ5efqPG3w,76.1,69.0,
L00138,L2o36GYnEeu_Hw4i_leFQw,91.8,93.5,
L00138,J39SQHoGEeuopA5i1snABQ,84.2,95.7,
L00138,65UpJWhEEe6vIRJJdXRzxQ,93.3,86.6,
L00138,p9PyJLMIEe-YmAr_2_tM1w,91.9,83.1,
L00138,ul2xyalrEeywagovoAKHOQ,100.0,88.9,
L00140,U8xHzDVaEe-9Ig7qA4dB5w,64.5,72.0,
L00140,QDbT1LCTEe6oQA6J-7B2nw,88.0,84.9,
L00140,B8Syn4zlEeeFiQ7tViah-g,67.9,65.1,
L00140,jL8lDjdqEeu73BJTeWj1SQ,67.5,30.3,
L00141,hLzyu1Y3Ee-Hewr_7yl6ww,80.9,91.3,
L00141,gvkCgKJfEei77BJh40d1Qg,76.3,86.8,
L00141,eQ2a1KTsEeWkKArXiJndEw,100.0,92.7,
L00142,UVxX6FzzEfCdDhJt6L1Wkw,95.1,80.8,
L00142,-kOvAAFHEe-sPwr_7QHe7w,75.3,80.4,
L00142,aHT2m-OWEe-Cfg4xefPDpQ,72.1,32.6,
L00142,viDCUUkuEeagxwr1Kg22cw,64.9,61.7,
L00144,h0Ngeyu3EemNFQpLsVDzbg,45.4,62.0,
L00144,oxwGHxp1EeqQQxIxeQaLNQ,68.3,85.2,
L00144,CLT31pXKEeiQzApPTDulpA,50.1,57.9,
L00144,wa5u9l38Ee6VEgp0B8LINQ,51.9,57.6,
L00144,0ZAMjslOEee3yAorCLs0Bg,76.4,62.1,
L00145,nfu4WziFEe-9Ig7qA4dB5w,59.7,63.7,
L00145,bWhcNKf2EemJMw4loLJZ9g,79.0,84.1,
L00145,hoKkxLaMEe-JHhL4HU-TUQ,52.4,41.2,
L00145,ZYu8fGCWEeyGyBIIdSsL5w,51.1,92.1,
L00146,dz7BDCOlEeyhIw40lAhdTw,28.7,70.4,
L00146,STdQqQnnEey5zQ4LqE3elQ,62.6,80.5,
L00146,xO6Xf2keEe6hCg7OeXs1Cw,100.0,69.5,
L00146,rdf8ZU6HEfCXGQ7_O0Gvvw,71.1,65.9,
L00146,2zJm2VW_EeuhCA5K4_4e8w,85.5,75.5,
L00146,OAhKEVY4EfCsFw6FoIz2Lw,87.5,69.4,
L00146,-b0v1_7fEeyQqQ4ISkSP3Q,74.3,57.8,
L00146,GQeOaISkEeqzpxI5q0qHcw,99.9,83.1,
L00146,UAQsnvYKEe2Z7g75q5N-SQ,73.7,66.2,
L00146,kNBGqhliEeuZOg7I7vnJwQ,75.1,62.9,
L00146,YrAvXuUZEe2nnBJXwaSqgQ,85.8,71.8,
L00146,qJmIyPn2Ee-glg6vww23RQ,47.7,100.0,
L00146,i8wqbUAGEfCseQ7q_2K0iw,97.2,84.0,
L00147,fmg_iUZNEeyubArzESE24w,68.8,87.3,
L00147,Dhx5FXOOEey4uArRczA0dw,76.1,76.6,
L00147,dhE_jxhlEe-JcQr_2GDxCw,76.6,87.6,
L00147,iGREhZAYEeyYbAqQh-YaNw,87.3,97.1,
L00147,ji0fgvK-EeiqgA7eKSAGcg,89.3,69.9,
L00147,_nqf1jMaEe-S0gr_xl-e-Q,79.2,91.5,
L00147,5d5-vUEkEeWKOBLv1z6n9w,99.7,80.4,
L00147,zsmO0JBMEei6lBJkX3zjZA,91.4,67.3,
L00147,WZylFHqhEeatXAptp9b5_w,100.0,81.7,
L00147,BsjiD6kyEeyjPxJkzIUqCw,100.0,91.1,
L00147,BNn2A0ClEfCseQ7q_2K0iw,100.0,81.5,
L00148,cwXnM2kdEfCg9wr_w-3how,67.2,93.4,
L00148,vZ4wAlrEEeejdRLJz-7-Kg,87.7,94.0,
L00148,elNl-jiAEe-xLxIpRr2Opw,83.1,76.2,
L00148,Xf60aYvwEe--hwr_-uUJCQ,89.3,72.1,
L00148,QT2xvqCsEeakABJ61gAZMA,78.0,87.6,
L00148,yQcuJCOcEeagwg7hVay0BQ,79.9,100.0,
L00148,ANy3DO8yEeux-RJFwuFwBw,97.5,82.8,
L00148,-quiqGbJEeW0sAqIx1_alQ,79.0,100.0,
L00150,V4tUmw1rEeei4BLIS97yDA,53.0,93.5,
L00150,Px4nj7R0Ee2RFw58751QMQ,61.1,70.5,
L00151,DxEofiCDEeymZwrrGHVoWw,32.5,36.7,
L00151,aExbjXArEemCphJjS7gqYA,60.6,47.3,
L00151,Fq__yk2bEeS5fSIACy-OMw,94.6,85.9,
L00151,DDohSXmwEea0bBInbpCXBQ,73.2,64.4,
L00152,6XQKUyxhEe6Ksg4d3AQmNQ,0.0,51.1,
L00153,udpGdb3wEeesZwqFmMw-wA,46.3,71.4,
L00153,tIGmgW6WEe-6xRKldbKQ1w,61.8,64.0,
L00153,ZHU1IWCOEe-6tBIsSHnkVQ,28.6,59.6,
L00154,PkvilW3uEfCeJhJl6xsA-Q,61.9,76.5,
L00154,_08tXEmxEeu5YxIbcwLDzw,69.9,47.2,
L00154,IUcrf3arEey3rxIS7UGl2w,43.1,86.1,
L00154,W2O9N72TEe-LvhIuPUA7nw,66.9,59.3,
L00154,2EGQKDu1EfC3HAr_0KfBDw,53.0,100.0,
L00156,knivtHEHEeSfpCIACzWBZw,42.7,63.9,
L00156,Ya_rQt3pEey3pBLtifjkow,44.1,19.4,
L00157,njghAQTcEfCPRRJPAkb9OQ,68.6,78.3,
L00157,pwi8M3xTEeynSxJpnIcphQ,86.6,61.2,
L00158,OUEA8FOBEeuoIw4T1lBSSQ,61.9,23.3,
L00158,Qp25Y5vtEeyxLA5Ly8UoPw,45.0,100.0,
L00158,1Etlv-DYEeqwLg6LDIwD1Q,75.1,81.6,
L00158,ZeL5XQMtEe-knBIDDnXmpw,77.2,43.7,
L00159,JIFGZCKaEeiNbArTLxYzNA,75.6,84.6,
L00160,w-VZF214EeeWCg71xNIlJg,59.4,73.1,
L00160,XdQwhCQcEeapkBKJ0Y_FqQ,36.4,61.0,
L00162,PwbY8yO4EeupgAoL5Aws9w,61.0,49.4,
L00162,c5zwKXdiEe-cBRK_mZB3Bw,34.7,61.2,
L00162,188kbEL5Ee2OYAo6HIkidw,29.0,52.4,
L00164,_wxlFfn5Ee-m2BKpUCEabw,69.9,65.8,
L00164,-8cOpydnEeaTvRKF2VtmxQ,72.2,60.1,
L00164,b1nH09yUEe-5jgr_0ivDlQ,57.2,89.9,
L00164,r2AKhQ52Ee2zRA7NWtym9Q,71.3,57.4,
L00164,iv2nl67vEe6u3hK04-v50w,83.2,74.4,
L00164,aRtcBiQDEeSddyIACzYDOg,66.6,61.7,
L00164,YLLItygNEe-I1wr_7a5dgw,69.2,50.6,
L00164,dtAIBdHcEe-wJQr_zK5V5w,80.2,97.1,
L00164,j7Dwn9djEeWlbgqNCYymGw,53.7,79.5,
L00164,xzaf_P_UEe-ehwr_ziEUiw,73.5,72.3,
L00165,ju1cjPgmEe6erQr_9IRNEQ,57.2,84.2,
L00165,ygzFKSASEfCTFRLaGFMoTw,77.0,65.8,
L00165,IWWU_Pf4Ee-jCgr_wH8PfQ,44.1,65.0,
L00165,M2bSpEAsEe-9Ig7qA4dB5w,75.8,41.1,
L00167,udpRKkQ4EeitXApS0Q-8QA,62.8,83.1,
L00167,piluw_uFEe-ehwr_ziEUiw,64.5,64.0,
L00167,qpMM89yMEe6J_wr_0biVVQ,57.9,64.2,
L00168,f3FgnVSvEe2kMQrLYUGJow,76.6,85.7,
L00168,MFaw7sV2Eee5rApLdx8b-g,58.4,59.8,
L00168,dHB8D1zZEeyg-RKSDfcVFQ,27.6,44.4,
L00169,bjqTSjZ4Eeu6OhIan9t_8Q,66.0,53.1,
L00169,16gG3o7XEe6BxA4cC7Ljfw,64.5,78.9,
L00169,b21PY8n0EeuSaBKehLlWLQ,78.1,58.0,
L00169,S6_un90pEeq1ywqfeqQAew,58.9,68.0,
L00169,QGCon90oEe23nw61Ycs0HQ,62.4,100.0,
L00170,IWNI-HUhEe-CnQ7q4pwsMw,63.6,77.4,
L00170,eeW5MmY2Ee-99A4YM4NoOw,56.8,78.8,
L00170,416fMYWSEeqMzg4Q-SipSQ,55.4,72.2,
L00170,vB3fIx1SEeu6LRJwytZjjQ,74.8,93.0,
L00170,U8oywLiDEe2JRwrr7Dn4Ew,77.5,60.0,
L00170,ypgDPuPQEeSyBSIAC9REKg,88.0,78.8,
L00170,PAt4Si_nEe-IvAr_9QBbRw,74.4,73.3,
L00170,2UthZE5UEe-SdxJ_Axw1wQ,71.8,86.7,
L00170,LxKLxAXWEfC3TQ5GC5VyRw,96.0,77.0,
L00171,Vh4RJTk8EeWJaxK5AT4frw,98.5,81.0,
L00171,0i0FuVmgEe-6gRJ5RLvfNQ,61.5,49.4,
L00171,okOotKGFEe-BtBK6nJIJew,61.2,35.9,
L00171,NSYKbwTmEfCSEQ5mmEHERQ,86.1,44.5,
L00171,HAhdMFDZEe-SdxJ_Axw1wQ,100.0,86.6,
L00172,cd8IxC0REe6BvRLaBZHOOw,54.2,61.1,
L00172,rWO2lsqIEe65Mwqc6CotZw,48.8,56.0,
L00172,loupJKZbEeiLXw4QLApQMg,70.9,78.0,
L00173,zsoRRRjhEeyf4Ar-aygVCw,71.9,42.4,
L00174,0B_AVEqwEeaw2hIsmg4YHQ,62.3,79.0,
L00174,txwOC6BHEea6ewpNIfaHoA,71.7,84.4,
L00174,JgH4URc6Ee-wMBKBTaeGdQ,93.0,89.0,
L00174,BwKNlSxKEei1rhIOBe4xWg,74.0,85.3,
L00174,tjqUXz-5EeWpogr5ZO8qxQ,79.1,81.6,
L00176,jfuauPxJEeq6DRJuuh40MQ,64.7,71.9,
L00176,FzlvJSWWEeWxbhIkPfddLQ,19.5,84.6,
L00178,udqV5XTGEe2VIApoVgQg-Q,45.8,81.8,
L00179,DB2Kw76SEe-LvhIuPUA7nw,21.8,46.5,
L00180,CNJvC5YLEe-y0Qr__T-XFQ,59.6,74.8,
L00180,jePrjEQ1Eeim3goWHozWuA,55.2,84.5,
L00180,-cN61fhOEe-WoRL0uMzXDQ,68.9,80.9,
L00180,bSulLYfTEe6xUQ6acCJmGQ,47.7,60.9,
L00181,PkhXq-k9Ee-ccQr_xjRSew,48.7,59.9,
L00181,0atPCci6Eeyduw6ktL3Xvw,49.5,57.4,
L00182,ZGBwBx_cEeuRtBLpTHsFtw,32.9,32.3,
L00182,-FUerft0Ee6RWQr_yLqxhQ,20.1,59.5,
L00183,WELfO5dxEe6Yvg6sv84HSQ,47.0,66.0,
L00183,M45gftd_Eey8vArlx9QYRQ,31.7,0.0,
L00184,4FZWZpftEeuFpwo_oTjObQ,76.3,69.5,
L00184,hQB-0AmTEfCRZA7iGUDKIw,65.7,78.8,
L00184,vCQnLocrEemqHQ6mx7703A,90.1,66.1,
L00184,U7e_Lgp-EeubJBIM7h4jow,79.2,85.3,
L00184,yYtBirZFEe-dwg4HQ74J2Q,67.6,79.5,
L00184,MvOT_r-JEeqIsxJAU9YwRQ,77.5,86.8,
L00184,uPi_0AH_EeudfhJUH4P8Jw,64.0,99.5,
L00184,UwP6ebZgEe-sywr_75D7Fw,73.9,93.9,
L00184,_u6gQDK6EeycGBKEuRb8CQ,90.1,79.9,
L00185,gYQhuyqCEe-3ZQ5wzJTT0Q,62.0,33.6,
L00185,9Ps3YD3pEeq4qg6JXlpbxw,53.9,14.9,
L00187,lZWQKZhLEe6AFxJXMEb-hw,82.1,82.1,
L00187,TllZLGPuEfCA0Qr_wn9qKQ,76.2,86.3,
L00187,Lj_4SweNEey5zQ4LqE3elQ,77.9,76.8,
L00187,VJiL4X5jEe-dGRJCzLOcJQ,70.7,63.9,
L00187,3x38gz1EEfCXXhLR-bLm7w,89.4,92.4,
L00187,lzhId1-BEeuN8RI7ZSjBwQ,100.0,70.0,
L00187,dT1keI-YEeq4CQqxweu3fw,92.7,87.8,
L00187,rWOCs42DEeWIbw4397jVQw,80.2,68.3,
L00187,sfDEpCeOEe-_Bw7l9wp8FQ,84.9,97.3,
L00188,j3N11nVAEe-CnQ7q4pwsMw,29.1,71.6,
L00188,vVQ5Cu8fEeuPxAoVlSpyqQ,75.8,66.1,
L00188,D6wKTFSTEeqIdQr9mYZ_6w,100.0,78.3,
L00188,WcSPQ0kGEe-mywr_6bZvLw,76.3,100.0,
L00188,mrykY5b0Eeeo0g7N2ogKLA,70.7,77.3,
L00189,FVGoo9L4Ee-LMRJ9qpAyGQ,59.4,51.7,
L00189,rPJQBiAmEey-7g6YTy-Atw,50.5,78.0,
L00190,-RXQuEYREfCzuwr_zGa97w,63.4,30.8,
L00193,3RZNPRNIEemUug7dOm6QRg,46.5,82.2,
L00193,_JdIp6kwEeyxDg4ukgkVlw,72.7,83.6,
L00193,40P-6j0PEeuwehK5Ir7QEw,64.7,63.8,
L00193,SqFXVM96EeyIXQ7d-KWeWQ,58.3,79.7,
L00193,OEZSlWVKEeuW-BJwyZjLPQ,77.1,58.9,
L00193,9v_7HvSrEe6b_Ar_9IRNEQ,68.5,85.1,
L00193,-_KSrSsoEfCi9xJ5MpOSQQ,88.2,49.8,
L00196,GurRP5gMEe6AFxJXMEb-hw,96.9,86.2,
L00196,wZLY9v_sEeaQOwqEAIyfQg,81.9,96.3,
L00196,8H8wFp3KEeWoKRLkmmHLTQ,78.4,71.0,
L00196,yRGFO06FEe-mywr_6bZvLw,85.6,100.0,
L00196,CewRHVIBEeeMogo_t-e1wg,78.5,91.7,
L00196,yWt_1IlIEe6Zzg6NXTqukw,90.0,75.6,
L00197,LHYu43xzEe6Ntg5ZvjDJ-w,76.3,86.6,
L00197,4_6BswDEEeye3Ap-ul0vJw,78.1,77.1,
L00197,gEv8hC6KEeuR0w6-ykp4JQ,70.9,82.5,
L00197,SL8CBpgBEe2gEA7ELA7T8w,91.2,83.6,
L00197,Hndo0aksEeywagovoAKHOQ,82.1,97.5,
L00197,V_HwU6KIEe-WRAr_yfFc2w,79.7,91.9,
L00197,4JbrOv7rEe2-pgqew4M3vw,88.4,92.1,
L00198,UG2RsMCrEeqHggrMlZtEpQ,57.1,46.1,
L00199,-0wI4W8lEeys9RJMWW48Yw,76.4,92.8,
L00199,mauzJCCiEey1uRLrSkRGzw,71.1,89.5,
L00199,zxOilZe0EeuFpwo_oTjObQ,65.8,98.5,
L00199,DT4CECooEe6mDAo3fVlzHw,74.8,80.9,
L00199,eafRIznPEfCxwxJQM9bC_Q,66.9,68.1,
L00199,IRIphy2nEe2qswqioZD8GQ,89.0,85.4,
L00199,R7UbvM3ZEeqcuAq0OzKNJw,79.7,79.9,
L00199,a5yy_oy2Eeu8Jwrar4CPXw,92.8,73.9,
L00199,NMDOd550Ee6OUwokHQTVtw,71.4,100.0,
L00199,736PrTvOEeeaawqep_smgg,88.2,88.9,
L00199,tWDOxE6GEfCqjwr_1EnQcQ,100.0,95.9,
L00199,JRctxzFBEeaObw4ta1FaeQ,100.0,100.0,
L00199,8om3I-4LEeSbxyIACw0OOQ,100.0,74.2,
L00199,eKn_-EYREe-xRA6omnSgfQ,88.5,73.1,
L00201,6VJGRWkJEe-ZVAr_5CUYPw,80.0,72.3,
L00201,eePVM1jUEe-_5wr_6ghMWw,82.9,78.1,
L00203,-mHMQ77GEe-LvhIuPUA7nw,88.4,72.0,
L00203,73VqDS1HEeyNShJufRq5Zw,69.6,75.3,
L00203,UEY54xzpEeyZ9BL8TB78QQ,60.4,59.0,
L00203,Axwt-d3tEe6J_wr_0biVVQ,40.1,65.1,
L00203,wMaJmGPBEfCA0Qr_wn9qKQ,58.4,88.1,
L00203,jZU6D1jZEfCt0wr_8L_7mQ,36.2,45.0,
L00204,8EAVEU2DEe6t5QqZGaqvvw,64.3,73.9,
L00204,ev-L_Fk1Ee2BpgoPo9s9Xw,80.1,62.7,
L00204,-ahG_eF_EeaH3gpl1SSeHg,92.9,91.5,
L00205,kcSVcLIdEe-DBhLd0uXozQ,69.2,47.7,
L00205,_b9KW7iTEe-Edgr_0TyPhw,66.0,69.2,
L00205,gSUO8mDXEfC0aBLgb0yDNQ,66.5,63.3,
L00205,3b8tzc9JEe6SjxKHxThXWw,68.1,89.2,
L00206,eY4rvdRNEee6og6I9ohUwg,81.0,98.5,
L00206,c8ICsd1SEeavSQqUZOzWHA,78.8,72.8,
L00206,NSJFT9yKEe6V5xI34US_kw,80.0,75.9,
L00207,bZf1YEfEEeylbAqjSwTWlQ,57.7,100.0,
L00207,A5x2fR_WEeubjRIZp8mIlw,52.6,61.4,
L00207,aIPhD6JlEeiXjwo-rnXmIg,60.3,75.3,
L00207,CKfOGM95EeyIXQ7d-KWeWQ,56.8,63.5,
L00207,pEc2hmmBEeuQqxJ-6zCB-w,100.0,55.2,
L00208,97mSK4rxEe-DEBK9SfSQ3Q,70.8,88.0,
L00208,GlPD-WECEe6FMBI3HZizyw,77.8,100.0,
L00208,sRAtPGhtEeab8hJTez1v6w,84.6,74.6,
L00208,LaDmWbu3EeqyAQpr8ZeG6Q,63.7,90.9,
L00208,c0WVzCh4Ee2ebw7xojjXvw,84.2,77.7,
L00208,nNFNfDeDEe6M6ArdAkKxFQ,71.8,84.7,
L00208,_fCc_JWEEe6Yvg6sv84HSQ,88.7,94.3,
L00208,QS_Kr6kzEeywagovoAKHOQ,100.0,82.4,
L00208,QmnfpBVaEfC_-w572D3gsw,97.9,81.1,
L00208,fkZB_wXSEfC3TQ5GC5VyRw,99.3,97.2,
L00208,sV7k6ztREe6PABLgKXk5yQ,100.0,87.0,
L00209,lqVpoMHgEeujJRINb3DSGQ,56.8,75.4,
L00209,oURjWoGxEeu3Bw5Lqc9nAw,69.1,84.9,
L00209,GeDy--uOEe60YBL_Tur-fQ,56.5,86.1,
L00209,cEgSHvZiEemuNwqd0d-0ww,74.2,67.6,
L00209,zHCX4hJgEeaX4g6xdats6w,61.3,69.1,
L00209,HSvBcy_dEfCevQr__iL8CQ,85.7,70.2,
L00209,EOlI0_MGEeyOig7lia_oDw,64.0,68.9,
L00209,Ky7F0JYgEe-4WA6o-wskow,69.4,83.9,
L00209,mPIANnSyEeyrDAqvINCGXQ,53.2,75.6,
L00209,fdJCUjMBEe-MmBK4EgZ1qQ,95.0,78.4,
L00209,nEZQiqBbEeWw6Q7sxrDlWQ,98.4,70.9,
L00209,KfZfSdo0Ee2hNRJwYmvh7w,81.3,65.7,
L00209,di4l_R0lEeaP7xL2JHHq4w,100.0,69.4,
L00209,AEO-tQrvEeaKUQp9KGWIdQ,81.2,74.3,
L00209,qKZQiG9vEfCRIxJx5RaBQw,99.5,82.4,
L00211,mcijkf1VEeezpgor_5vl3A,81.5,74.2,
L00211,2eqzNM-jEe6bkA7BMk6-Yw,66.1,44.1,
L00211,akAbP2t_EfCNmBLKjrx-sw,48.9,68.5,
L00211,-CIx6-5sEemlsAqTi94BEA,43.6,60.2,
L00211,nI84oeQVEeu0JgrNgieHqw,48.6,81.0,
L00211,5MJaAlkJEei6Uw446v94Jg,69.4,68.4,
L00211,YVJtjN5gEeqiLQ5Lp_T0Fw,90.1,90.4,
L00212,_tFDD2IbEe6yuQ41HILERQ,60.6,14.0,
L00213,A9fa-u5rEemjIRKsAX_xWg,52.1,68.9,
L00213,-zhQFJezEeWjfxIrc5BW9Q,60.3,75.7,
L00213,finNzXvSEeyRTg6FtAvfBw,48.4,75.3,
L00213,9BGj_D2aEfCseQ7q_2K0iw,50.2,57.5,
L00213,uDMpp-fMEe-mrRK-FPQYAw,85.5,67.4,
L00213,l9gheVmMEeyoJwrNG9Tzyw,73.3,77.7,
L00214,1y3iZmQTEfCuTQr_18aZHw,73.3,73.0,
L00214,dEwS9foeEe-m2BKpUCEabw,59.6,54.2,
L00214,KO0v9uoKEe-mrRK-FPQYAw,63.2,77.3,
L00214,xEeXfsQ5Ee62DQ4e1CW1Vw,56.8,78.4,
L00214,0i0FuVmgEe-6gRJ5RLvfNQ,75.6,46.4,
L00215,eZmZV2hZEeyQuAqyaULE4w,51.6,68.2,
L00216,BFW4QWucEe2XMQoD2Figyw,63.3,58.5,
L00216,CUXIqIS1Ee-uIwr_5K4XQQ,83.4,80.6,
L00216,GLC8rGxvEe-Quwr_1ABTmQ,100.0,37.7,
L00216,xoZp2dDSEey5jAqB4tFtEw,63.2,40.2,
L00216,kQffWAH2EfCm2BKpUCEabw,51.1,100.0,
L00217,-1az7WQ9Ee6vIRJJdXRzxQ,55.1,25.1,
L00217,J0mDFX_EEe2QHRL3YiV0EQ,81.9,32.5,
L00218,N8x_B5kMEe6Z3w6uBtXtuw,61.6,59.9,
L00218,yBkyzoLvEemPLApdiBXuHA,73.3,40.0,
L00218,pd6k5ZPdEeyw3RKLNRxAsw,66.1,58.2,
L00218,eDu3y3Q7EeWKsgrp3VnvAw,26.2,82.4,
L00218,HkX9pc6eEeu0KQ5V9fFcUQ,65.5,48.3,
L00218,Pe7fmStoEeuLaArN6b47Fw,55.0,92.6,
L00218,VXkScDMgEeu3LQo2jyBx8w,88.5,68.1,
L00218,5uY4gGkTEeSOPSIAC2gGHg,79.6,72.8,
L00218,mrIMl7RzEeqwphJAoMNkJw,85.4,86.0,
L00218,0VegHj5JEe-2agr_xDd37Q,54.6,92.6,
L00220,RsIpfXKyEfCRIxJx5RaBQw,55.9,64.4,
L00220,bMcEw3HwEeWIfhKr_WcYsQ,64.5,60.6,
L00220,GU9_yl2mEfCulgr_yN0Fgw,47.7,60.4,
L00220,cNGSTm3rEfCBFwr_1SFWbw,41.1,66.6,
L00220,wyqudWu8EeufExI7Hdi1lQ,85.1,63.1,
L00220,tjsh9TwOEeyScxKfWjmBww,68.3,60.6,
L00220,znoBJhfNEe2GHgpzgfTJMw,83.1,100.0,
L00222,gM7IM79AEeyInQ4kvXUz6Q,44.0,79.3,
L00222,mqYKp3jXEfC7OQr_zJGmPw,64.1,46.4,
L00222,yC0iaOrHEeSb-yIACwuKNg,3.1,79.0,
L00222,P4OiSYqvEeasSQqQKTLK_Q,79.2,37.6,
L00222,mVWs9YNvEeyZpA5CCq0GfQ,18.9,44.3,
L00223,qsbQYHD2EeWIfhKr_WcYsQ,55.3,11.3,
L00223,7la2oo_KEe6xzArT8MnIvQ,16.1,35.6,
L00224,0fcJSwIoEe-SXg6EFTZuww,77.8,86.9,
L00224,vXZ3GvFeEeyxpApfRhzS0w,77.6,73.0,
L00224,GAAyKa7zEeWu-gqgbeGTiQ,65.9,68.2,
